,baseline,handcraft,shrinkage,hrp,equal
2012-09-13,4.551062407706306,4.07767999999959,4.015177071917236,3.834785335788728,4.08145999999952
2012-09-14,-1.0561328260829743,-1.7281328260829536,-1.7281328260829536,-0.9559253292640626,-2.5862074968185333
2012-09-17,-5.051039776873398,-3.5005361777171906,-3.5030397768733983,-3.6918187562781752,-2.766789776873398
2012-09-18,-0.5885038229496539,-0.14712786721223414,-0.16775191147481694,-0.38787786721223794,0.15099808852518654
2012-09-19,1.3675073484439977,1.1075073484439997,1.4225073484439992,0.9387573484439965,1.2062573484440011
2012-09-20,-0.6919113708586806,-0.37468505851760386,-0.6007620321874729,-0.5151850585176235,-0.338485303111911
2012-09-21,0.8693418669112751,0.9633579817355454,0.8338573998930601,0.7680310659635052,1.0261073998930446
2012-09-24,0.30076700304456566,0.4987670030445568,0.4787670030445608,0.28041136684705376,0.7121050160917756
2012-09-25,0.7446139319435683,0.624257156731984,0.6342571567320032,0.805275344316202,0.6424328560892382
2012-09-26,-0.007648803924966597,0.6072539597078521,0.5855157205230608,0.30923823918516163,0.8932382391853357
2012-09-27,-0.7172631654835814,-0.6141029864418764,-0.5503828241040571,-0.3478529864419068,-0.7453529864418618
2012-09-28,2.499616777756522,1.8709055860527863,1.8771555860527862,1.6968108252943286,1.9250776165925425
2012-10-01,1.6806613624807496,1.5853306812400316,1.4953746028721622,1.4906174408487336,1.5706613624805945
2012-10-02,-0.8634816895901803,-0.5252799999994212,-0.5584916895901593,-0.838441689590263,-0.30532999999931754
2012-10-03,1.5071478897090351,1.3459721154667372,1.3288474925638871,1.3435883177042918,1.3844074925638807
2012-10-04,-0.23050784577397349,-0.7126428390817846,-0.5826328390817864,-0.13758283908179247,-1.0655778457739637
2012-10-05,-4.142899628067407,-3.909690000000695,-3.9097000000006723,-3.55975000000056,-4.512829628067564
2012-10-08,1.0615260646030875,1.4870240646030777,1.4178332015027542,1.0615260646030829,1.808168250143763
2012-10-09,-1.5142534459535884,-1.549751445953533,-1.4680615366246639,-1.4021799093283687,-1.6935271486907826
2012-10-10,-1.25013421648236,-0.798384216482407,-0.8865000000005752,-1.03485612652272,-0.5486342164825022
2012-10-11,3.36821279403814,2.570149264436902,2.570149264436902,2.6413992644369007,1.8189251819127836
2012-10-12,-1.1922201772863035,-0.945293544070059,-0.9352935440700824,-0.7617481799083342,-1.0289036327133976
2012-10-15,-0.0857199578082448,-0.263719957808294,-0.2555885392617292,-0.0727056013954683,-0.03471995780841393
2012-10-16,-2.187532849940374,-2.2908207894961,-2.0995328499403705,-1.9496735166607433,-2.55294711315944
2012-10-17,-4.245480297415714,-4.921034143620092,-4.620480297415717,-3.7422841436200662,-6.31883856207073
2012-10-18,-0.6767787880514242,-0.41910235343167646,-0.42909235343167845,-0.8697393615232014,-0.42625948419217674
2012-10-19,1.2225887111985794,1.28985069236937,1.262690000000349,0.977310692369295,1.565128711198655
2012-10-22,-2.117650733104698,-1.9085000000004082,-1.925650733104699,-1.798000000000326,-2.0901507331047813
2012-10-23,-0.07999999999961566,0.34842988677792136,0.12990773831250396,-0.09782011322215678,0.5062500000004615
2012-10-24,0.8319104128124144,0.7399104128124206,0.8300000000001064,0.6519104128123975,0.8170000000001294
2012-10-25,-2.5282269489828306,-2.72705398891288,-2.465503943439279,-2.187276994456439,-2.9080900658615687
2012-10-26,2.185114151401377,2.472828255422707,2.365642312063891,1.7426141514013977,2.988142312063863
2012-10-29,-0.2631451135501769,0.09285488644982177,0.0628548864498206,-0.3565592087671388,0.44844079123286584
2012-10-30,-0.76100000000003,-0.7570000000000281,-0.727000000000027,-0.681329915723026,-0.8887500000000301
2012-10-31,1.625919459300071,1.6397162625857222,1.5847162625857154,1.3208090746822416,1.9236694593000936
2012-11-01,1.0590000000000028,0.6729278828407722,0.6729278828407722,0.8750000000000026,0.4737500000000016
2012-11-02,-0.5324464591000301,-0.41325140915220504,-0.4122798763335217,-0.40735461637663856,-0.33830975266697566
2012-11-05,0.34712577331708344,0.7690215271804374,0.5771257733170843,0.4453115271805194,0.9808357733170017
2012-11-06,0.22737938926703483,-0.5598978094788887,-0.3620871987459068,0.40017000000001557,-1.1920471987459067
2012-11-07,2.5145578055609232,3.1073873488213835,2.99238734882136,1.7947052037073639,3.980069493935355
2012-11-08,-0.7766236861349668,-0.2857442324487378,-0.3139377242558743,-0.7359301943277622,0.1363891257563022
2012-11-09,-1.6487500000000104,-1.2073075145476277,-1.211057514547627,-1.3587500000000095,-1.0473075145476285
2012-11-12,-2.624234299032979,-1.8823148882214649,-1.8792342990329791,-1.9210628882214522,-1.5204862990329913
2012-11-13,0.4152549659823285,0.45140328199922486,0.4344589758399817,0.35959794078824403,0.5537569659823433
2012-11-14,-1.056015770435494,-0.7447124979089863,-0.8076780424922917,-0.9344085576014555,-0.6308358035016068
2012-11-15,-0.13628364360362594,-0.11398643069374945,-0.1089864306937682,-0.04544033580071419,-0.12023643069369236
2012-11-16,1.9447712298558586,1.6195645097678608,1.6127067200881124,1.7302067200880928,1.5496328438545455
2012-11-19,1.2928042216039743,0.43590958028891086,0.5551060497424554,0.9697610774014049,0.13465751463620154
2012-11-20,-0.3443775119200532,-0.5992500000000192,-0.5144036579454612,-0.33750000000001773,-0.8460000000000201
2012-11-21,-1.0893956353685008,-1.2288956353684557,-1.2038956353684784,-1.0221978176840676,-1.4083956353683649
2012-11-22,0.0,-0.010139740294151274,-0.010139740294151274,-0.002197528751009859,0.0
2012-11-23,0.8399999999994204,0.5919999999993741,0.5969999999993981,0.7649999999994922,0.3339999999992799
2012-11-26,0.7650000000000148,0.9205000000000156,0.9055000000000152,0.5800000000000131,1.103260040062938
2012-11-27,2.0223765740900377,1.9812500000005173,1.953282432882319,1.6073765740899784,1.9698765740901572
2012-11-28,1.8449312152035937,1.8539159192916084,1.721819020660044,1.6820305918241185,2.03016591929163
2012-11-29,0.8676113195312396,0.837306412160086,0.8052117921200386,0.9606782883291615,0.8498656672910748
2012-11-30,0.38712371653888183,0.48703071279464727,0.4741237165388829,0.3283737165388796,0.6975639925115455
2012-12-03,-0.23489665230203957,-0.4171289994217372,-0.3998399875382098,-0.3942087471426127,-0.6066261548671175
